gap_steps,method,method_label,coverage,p10_well_coverage,worst_well_coverage,width,winkler,rmse,macro_well_coverage,macro_well_winkler,rank_winkler
0,wl_pcqr,WL-PCQR,0.9262152777777778,0.8626736111111111,0.8272569444444444,0.12120683098724193,0.15894811636477804,0.04201428397607119,0.9262152777777778,0.15894811636477804,1
3,wl_pcqr,WL-PCQR,0.95679012345679,0.8666666666666667,0.7777777777777778,0.13347155265934255,0.14413575148736757,0.03129916438139954,0.95679012345679,0.14413575148736757,1
