well,method,method_label,target,seed,n,calibration_n,qhat,rmse,mae,r2,corr,coverage,width,width_std,width_cv,winkler,protocol,alpha,target_coverage,local_calibration_frac,local_calibration_strategy,stress_curves,clip_intervals,qhat_lower,qhat_upper,selected_level
0,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.038539064309947524,0.03481809588797002,0.024289573141013314,0.8683778061038803,0.9355891800041299,0.8984375,0.11011398732959712,0.060522152945574566,0.5496318352764531,0.15233792089259268,,,,,,,,,,
1,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.0,0.007018407230973571,0.006155026313745524,0.9754874711851559,0.9880372749741844,0.984375,0.03146875890030502,0.01001747527807555,0.31833080261638325,0.03151270719108727,,,,,,,,,,
2,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.00047610334211444026,0.01200886027065453,0.00953565557844602,0.961800041417928,0.9917756880391976,0.9921875,0.06358845546407388,0.033275103986844204,0.523288445111612,0.06367756204889533,,,,,,,,,,
3,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.0016456207653006822,0.007675543618716854,0.006404831238142255,0.9845491265455847,0.9950620511983851,0.96875,0.032392956381703336,0.011646725395328333,0.3595449966989369,0.033930525176287786,,,,,,,,,,
4,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.0009700134565288898,0.009671986822052442,0.0067831637406715155,0.9810602711368981,0.9914405349913565,0.9140625,0.03938160743930738,0.014012577354012694,0.35581527177650263,0.054255982600012395,,,,,,,,,,
5,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.002638703471030084,0.011631238551539086,0.009270504848728288,0.9726777453653418,0.9895334836762997,0.921875,0.047024420278057394,0.02271544525652541,0.4830563592747772,0.053632256968371914,,,,,,,,,,
6,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.00031059322265624995,0.009030412165848113,0.00688520326848267,0.986547105304962,0.9951070349578386,0.953125,0.036544787074960214,0.014025823884180163,0.38379821054670715,0.040164377572067464,,,,,,,,,,
7,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.0002821371217105249,0.0274532709622476,0.008102092837232759,0.7921553078858322,0.8988519458351132,0.96875,0.03621313595100977,0.017657239105490455,0.48759210274906056,0.08483247671261891,,,,,,,,,,
8,knn_local_cqr,kNN Local RF-CQR,PHIF,123,128,32,0.009693175209954441,0.020716385976860496,0.013519265607942706,0.9583380043132586,0.9928045295018675,0.921875,0.06178707635260155,0.04501212808939978,0.7285039323195706,0.06942251953502668,,,,,,,,,,
0,gr_mondrian_cqr,GR-Mondrian RF-CQR,PHIF,123,128,32,0.04068166962111503,0.034818095887970024,0.024289573141013314,0.8683778061038802,0.9355891800041297,0.921875,0.11398587292304521,0.06664657886798561,0.5846915688664369,0.13454480841658345,,,,,,,,,,
1,gr_mondrian_cqr,GR-Mondrian RF-CQR,PHIF,123,128,32,0.0,0.007018407230973571,0.006155026313745525,0.9754874711851559,0.9880372749741844,0.984375,0.03146875890030502,0.01001747527807555,0.31833080261638325,0.03151270719108727,,,,,,,,,,
2,gr_mondrian_cqr,GR-Mondrian RF-CQR,PHIF,123,128,32,0.0008423366822024712,0.01200886027065453,0.00953565557844602,0.961800041417928,0.9917756880391976,0.9921875,0.06432092214424995,0.033267426829505724,0.5172100417792239,0.0644100287290714,,,,,,,,,,
3,gr_mondrian_cqr,GR-Mondrian RF-CQR,PHIF,123,128,32,0.002320199081428365,0.007675543618716851,0.006404831238142253,0.9845491265455847,0.9950620511983849,0.984375,0.0337421130139587,0.01033463009166016,0.3062828367442445,0.03586286341269254,,,,,,,,,,
4,gr_mondrian_cqr,GR-Mondrian RF-CQR,PHIF,123,128,32,0.0009920592169045464,0.009671986822052442,0.006783163740671512,0.9810602711368981,0.9914405349913566,0.9140625,0.039425698960058694,0.013861494290847575,0.3515852516626363,0.05518190453578997,,,,,,,,,,
