method,method_label,target,splits,n,rmse,mae,r2,corr,coverage,width,width_std,width_cv,winkler,macro_well_coverage,p10_well_coverage,worst_well_coverage,worst_well,macro_well_width,macro_well_winkler,dataset,protocol,seed
hgb_cqr_signed,HGB-CQR,SW,45,1440,0.12040321234846317,0.07989585167950511,-1.9592753347500655,,0.9125,0.3965947366804008,0.10618524370381592,0.45664209431293157,0.5698151633675654,0.9125000000000001,0.8312499999999999,0.75625,,0.3965947366804008,0.5698151633675654,SPWLA_PDDA_2021,within_well,7
ngboost_cqr_signed,NGBoost PI,SW,45,1440,0.12163547637071215,0.07812909610052135,-3.3280553708156364,,0.8638888888888889,0.31274764505970215,0.04112706056535317,0.18307671833245426,0.6126250263450866,0.8638888888888889,0.80375,0.79375,,0.31274764505970215,0.6126250263450868,SPWLA_PDDA_2021,within_well,7
wl_pcqr,WL-PCQR,SW,9,1152,0.06747370417077501,0.03769409863604391,0.7374555655221188,0.8928253977797223,0.9592013888888888,0.17284357222296848,0.13637055462454123,0.9165984365550847,0.21169356041078446,0.9592013888888888,0.9203125,0.8828125,7,0.17284357222296848,0.21169356041078446,SPWLA_PDDA_2021,cross_well,123
global_rf_cqr,Global RF-CQR,SW,9,1152,0.07824628438784036,0.05028836394962693,0.6649240882144568,0.8773050776405912,0.9696180555555556,0.2179084460918103,0.14032574783066357,0.7954006322672424,0.25101788907167,0.9696180555555556,0.9234375,0.8984375,7,0.2179084460918103,0.25101788907167,SPWLA_PDDA_2021,cross_well,123
extratrees_pcqr,ExtraTrees-PCQR,SW,9,1152,0.09382839949074451,0.07584741121603256,0.5655296028850771,0.8629859020369358,0.9522569444444444,0.32260064992233983,0.14602847118562087,0.5110285757766728,0.3326798384890791,0.9522569444444444,0.9046875,0.8984375,4,0.32260064992233983,0.3326798384890791,SPWLA_PDDA_2021,cross_well,123
ngboost_cqr_signed,NGBoost PI,SW,9,1152,0.08143984309108775,0.05369969124017402,0.5888422515804494,0.8572640871790254,0.9236111111111112,0.22238742966151215,0.06643613613628918,0.33450787606837784,0.3242301461480073,0.9236111111111112,0.8953125,0.8828125,8,0.22238742966151215,0.3242301461480073,SPWLA_PDDA_2021,cross_well,123
hgb_cqr_signed,HGB-CQR,SW,9,1152,0.09649145699366889,0.04720071000808913,0.5243620438393193,0.8068302999737798,0.9331597222222222,0.31738844581136366,0.10083919037538264,0.33234030551203136,0.37416630242116816,0.9331597222222222,0.8984375,0.8671875,4,0.31738844581136366,0.37416630242116816,SPWLA_PDDA_2021,cross_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,SW,9,1152,0.07491834074182258,0.047826925671495164,0.6793810369345792,0.8738940872490916,0.9574652777777778,0.36849209208335854,0.17599983139620334,0.46384556907127017,0.4062043194060105,0.9574652777777778,0.921875,0.890625,8,0.36849209208335854,0.4062043194060105,SPWLA_PDDA_2021,cross_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,SW,9,1152,0.08023068191568215,0.05494579034411734,0.6607283621436166,0.8630906371178352,0.9079861111111112,0.2841565001365713,0.10339790294416697,0.40520963362292456,0.3594117239498284,0.9079861111111112,0.8375,0.8125,0,0.2841565001365713,0.3594117239498284,SPWLA_PDDA_2021,cross_well,123
source_only_rf_cqr,Source-only RF-CQR,SW,9,1440,0.07963392039853188,0.050918443067715924,0.626831549587929,0.8615171047627208,0.9138888888888889,0.19172033689051118,0.13445252913126382,0.8516682883080684,0.2517936594186244,0.9138888888888889,0.81125,0.73125,0,0.19172033689051118,0.2517936594186244,SPWLA_PDDA_2021,cross_well,123
extratrees_pcqr,ExtraTrees-PCQR,SW,45,1440,0.13039813046837737,0.09985976102883663,-4.678036304532708,,0.9194444444444444,0.3344271730952444,0.10393775824766427,0.37996394365080305,0.4706890466874058,0.9194444444444445,0.88125,0.73125,,0.3344271730952444,0.4706890466874058,SPWLA_PDDA_2021,within_well,123
global_rf_cqr,Global RF-CQR,SW,45,1440,0.12985232015912274,0.09306590032212123,-5.0753338421498615,,0.9152777777777777,0.35457467408723303,0.1050287705957422,0.4123437147882891,0.5018701024654064,0.9152777777777776,0.86875,0.76875,,0.35457467408723303,0.5018701024654064,SPWLA_PDDA_2021,within_well,123
wl_pcqr,WL-PCQR,SW,45,1440,0.1298523201591227,0.09306590032212121,-5.0753338421498615,,0.9152777777777777,0.35457467408723303,0.1050287705957422,0.4123437147882891,0.5018701024654064,0.9152777777777776,0.86875,0.76875,,0.35457467408723303,0.5018701024654064,SPWLA_PDDA_2021,within_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,SW,45,1440,0.1170877590118945,0.08297959828415913,-1.5931778846954792,,0.8395833333333333,0.30598043380306184,0.05004408238713273,0.2549249940148384,0.5270348332062642,0.8395833333333332,0.75,0.725,,0.30598043380306184,0.5270348332062642,SPWLA_PDDA_2021,within_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,SW,45,1440,0.11541027173929973,0.07782221305681826,-2.8345353099604704,,0.9263888888888889,0.43082853843594476,0.09111193384953296,0.36355409514631387,0.5622500525567923,0.9263888888888889,0.885,0.85,,0.4308285384359447,0.5622500525567923,SPWLA_PDDA_2021,within_well,123
hgb_cqr_signed,HGB-CQR,SW,45,1440,0.12040321234846317,0.07989585167950511,-1.9592753347500655,,0.9125,0.3965947366804008,0.10618524370381592,0.45664209431293157,0.5698151633675654,0.9125000000000001,0.8312499999999999,0.75625,,0.3965947366804008,0.5698151633675654,SPWLA_PDDA_2021,within_well,123
ngboost_cqr_signed,NGBoost PI,SW,45,1440,0.12193566432767147,0.07841914561042185,-3.3438214126647514,,0.8652777777777778,0.31407611322257506,0.04064303825790751,0.18357445341173345,0.6126748817094593,0.8652777777777777,0.80875,0.79375,,0.3140761132225751,0.6126748817094593,SPWLA_PDDA_2021,within_well,123
wl_pcqr,WL-PCQR,VSH,9,1152,0.04752336281381665,0.03456215828775767,0.926148232704515,0.9752162388039041,0.9123263888888888,0.14573858319519234,0.08035483127716159,0.6189054859309486,0.18887276905197098,0.9123263888888888,0.8375,0.8125,1,0.14573858319519234,0.18887276905197098,SPWLA_PDDA_2021,cross_well,42
global_rf_cqr,Global RF-CQR,VSH,9,1152,0.059184635735986396,0.04552786527992643,0.9077816675164804,0.9728471269863965,0.9244791666666666,0.19581751838693806,0.06301968639592453,0.3258624321260877,0.23960940526644764,0.9244791666666666,0.8953125,0.8515625,1,0.19581751838693806,0.23960940526644764,SPWLA_PDDA_2021,cross_well,42
extratrees_pcqr,ExtraTrees-PCQR,VSH,9,1152,0.06479303170383015,0.04923793777304648,0.8916325233403966,0.9717194772355582,0.9331597222222222,0.22606043906465492,0.14190772008389352,0.6139568841831902,0.24846536499375127,0.9331597222222222,0.8921875,0.8046875,1,0.22606043906465492,0.24846536499375127,SPWLA_PDDA_2021,cross_well,42
ngboost_cqr_signed,NGBoost PI,VSH,9,1152,0.06334598898683291,0.048868550944263504,0.882177223354654,0.9645159828325064,0.9444444444444444,0.2266826226548135,0.028714161374409186,0.12181375723369675,0.2692001491410682,0.9444444444444444,0.915625,0.859375,1,0.2266826226548135,0.2692001491410682,SPWLA_PDDA_2021,cross_well,42
hgb_cqr_signed,HGB-CQR,VSH,9,1152,0.05972256803581852,0.045120337903146276,0.912964872289927,0.9717666356204933,0.9244791666666666,0.29137061073018317,0.13405347650567737,0.4586758126794831,0.32240382060912764,0.9244791666666666,0.8546875,0.8359375,3,0.29137061073018317,0.32240382060912764,SPWLA_PDDA_2021,cross_well,42
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,9,1152,0.06314314757134926,0.04666240982595059,0.8834671645413077,0.9668342221851667,0.9331597222222222,0.3016018496940812,0.10668854062827325,0.3737741965387167,0.3389776852997499,0.9331597222222222,0.8953125,0.8828125,3,0.3016018496940812,0.3389776852997499,SPWLA_PDDA_2021,cross_well,42
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,9,1152,0.05883160714809023,0.04501621493319821,0.9137421549739118,0.9709902833483268,0.9253472222222222,0.2937829933668079,0.09633341862305882,0.33831539684003975,0.33565196761237254,0.9253472222222222,0.865625,0.828125,6,0.2937829933668079,0.33565196761237254,SPWLA_PDDA_2021,cross_well,42
source_only_rf_cqr,Source-only RF-CQR,VSH,9,1440,0.0607321293851447,0.046217068782128196,0.9128232279224521,0.9717079180747166,0.9027777777777778,0.19534526007888067,0.06088684350826426,0.31077244029098344,0.2618227813108392,0.9027777777777778,0.8025,0.7875,8,0.19534526007888067,0.26182278131083914,SPWLA_PDDA_2021,cross_well,42
ngboost_cqr_signed,NGBoost PI,VSH,45,1440,0.06445674074781314,0.04928722724867764,0.6348543756095719,0.9072084012200526,0.8166666666666667,0.19397565308982334,0.011295212949776178,0.06547500487908946,0.4246968911407529,0.8166666666666667,0.775,0.725,,0.1939756530898233,0.42469689114075276,SPWLA_PDDA_2021,within_well,42
global_rf_cqr,Global RF-CQR,VSH,45,1440,0.0905604464459388,0.07040230276546526,0.34223033199401526,0.8511466607751288,0.8534722222222222,0.31422121551348653,0.08795416094845065,0.3685435907306798,0.6013229856152026,0.8534722222222222,0.80375,0.76875,,0.3142212155134865,0.6013229856152026,SPWLA_PDDA_2021,within_well,42
wl_pcqr,WL-PCQR,VSH,45,1440,0.0905604464459388,0.07040230276546527,0.3422303319940153,0.8511466607751289,0.8534722222222222,0.31422121551348653,0.08795416094845065,0.3685435907306798,0.6013229856152026,0.8534722222222222,0.80375,0.76875,,0.3142212155134865,0.6013229856152026,SPWLA_PDDA_2021,within_well,42
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,45,1440,0.10175094520514942,0.0804731589674012,0.049778011621340636,0.8343489460955329,0.8430555555555556,0.3403520119415632,0.05658145030492127,0.1959999124472648,0.6523523821547521,0.8430555555555556,0.81125,0.80625,,0.3403520119415633,0.652352382154752,SPWLA_PDDA_2021,within_well,42
extratrees_pcqr,ExtraTrees-PCQR,VSH,45,1440,0.11612969957976634,0.09532944739718871,-0.05433231592119393,0.8375468610088742,0.8347222222222223,0.35992123932365905,0.09507160998549878,0.30463925778483547,0.6723598652644079,0.8347222222222223,0.7725000000000001,0.6625,,0.3599212393236591,0.672359865264408,SPWLA_PDDA_2021,within_well,42
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,45,1440,0.07932394434022816,0.061888935416446786,0.5162125716831684,0.8663349427282973,0.8729166666666667,0.4730788182525646,0.07484391482004464,0.1875446434718115,0.6790517323592964,0.8729166666666668,0.82375,0.81875,,0.4730788182525646,0.6790517323592965,SPWLA_PDDA_2021,within_well,42
hgb_cqr_signed,HGB-CQR,VSH,45,1440,0.09535911191647417,0.0724802875722117,0.3277599237258226,0.8366334576572327,0.8381944444444445,0.4449258661774147,0.10051547631691322,0.25818178928570923,0.7127427116031627,0.8381944444444445,0.8112499999999999,0.75625,,0.4449258661774147,0.7127427116031627,SPWLA_PDDA_2021,within_well,42
wl_pcqr,WL-PCQR,VSH,9,1152,0.043647232656379736,0.029005603246583505,0.9509391242783877,0.9788115578702283,0.9184027777777778,0.1491162120570763,0.08700113282744218,0.6371342954320207,0.20112067713408063,0.9184027777777778,0.8703125,0.7890625,1,0.1491162120570763,0.20112067713408063,SPWLA_PDDA_2021,cross_well,7
global_rf_cqr,Global RF-CQR,VSH,9,1152,0.059260461547084656,0.045465763399157755,0.9087201009025728,0.9730801478674083,0.9262152777777778,0.20287267867608047,0.06496149354776151,0.3207464410293689,0.24626676282491308,0.9262152777777778,0.8921875,0.8359375,1,0.20287267867608047,0.24626676282491308,SPWLA_PDDA_2021,cross_well,7
extratrees_pcqr,ExtraTrees-PCQR,VSH,9,1152,0.06455039571807737,0.049140440009889846,0.8830638869519133,0.970814407451624,0.9444444444444444,0.2319899135273223,0.13813348260542418,0.5906229733403756,0.2561538896375822,0.9444444444444444,0.89375,0.84375,0,0.2319899135273223,0.2561538896375822,SPWLA_PDDA_2021,cross_well,7
ngboost_cqr_signed,NGBoost PI,VSH,9,1152,0.06351644163003704,0.049169926914619744,0.8802431783337243,0.9649479638418735,0.9427083333333334,0.22548878798052266,0.028354613514064812,0.12133596862590368,0.2669725739231026,0.9427083333333334,0.8890625,0.8828125,1,0.22548878798052266,0.2669725739231026,SPWLA_PDDA_2021,cross_well,7
hgb_cqr_signed,HGB-CQR,VSH,9,1152,0.05972256803581852,0.045120337903146276,0.912964872289927,0.9717666356204933,0.9244791666666666,0.29137061073018317,0.13405347650567737,0.4586758126794831,0.32240382060912764,0.9244791666666666,0.8546875,0.8359375,3,0.29137061073018317,0.32240382060912764,SPWLA_PDDA_2021,cross_well,7
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,9,1152,0.05792666296840879,0.044040473657639065,0.9169069821082741,0.9703150687367721,0.9348958333333334,0.3045754114146167,0.10665539022019606,0.36467737501418357,0.34415971153767244,0.9348958333333334,0.8984375,0.8671875,3,0.3045754114146167,0.34415971153767244,SPWLA_PDDA_2021,cross_well,7
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,9,1152,0.060780286372399774,0.046313771976321756,0.9113995462167043,0.9713736272957036,0.9322916666666666,0.2897229206740538,0.09717461226107721,0.3393701515599991,0.3287574780359881,0.9322916666666666,0.9140625,0.9140625,3,0.2897229206740538,0.3287574780359881,SPWLA_PDDA_2021,cross_well,7
source_only_rf_cqr,Source-only RF-CQR,VSH,9,1440,0.06208405754110095,0.0471140193281806,0.9051256686489926,0.9704650988943364,0.9,0.19533333219146354,0.06754970980708261,0.3436183920943099,0.2650637714325181,0.8999999999999999,0.80625,0.78125,8,0.19533333219146354,0.26506377143251814,SPWLA_PDDA_2021,cross_well,7
ngboost_cqr_signed,NGBoost PI,VSH,45,1440,0.06485840884109487,0.049710943147200745,0.6356993289470706,0.9090761387548453,0.8152777777777778,0.19314933587847669,0.011319409413688516,0.06501586936291043,0.435123811869694,0.8152777777777778,0.76375,0.71875,,0.1931493358784767,0.43512381186969395,SPWLA_PDDA_2021,within_well,7
global_rf_cqr,Global RF-CQR,VSH,45,1440,0.09175677256450168,0.07124565391418865,0.3149816814450617,0.8451184448058701,0.8375,0.31375061453141206,0.08604691879218065,0.3753693888360332,0.610530639232338,0.8375,0.795,0.775,,0.31375061453141206,0.6105306392323379,SPWLA_PDDA_2021,within_well,7
wl_pcqr,WL-PCQR,VSH,45,1440,0.09175677256450168,0.07124565391418868,0.3149816814450616,0.8451184448058698,0.8375,0.31375061453141206,0.08604691879218065,0.3753693888360332,0.610530639232338,0.8375,0.795,0.775,,0.31375061453141206,0.6105306392323379,SPWLA_PDDA_2021,within_well,7
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,45,1440,0.10176859284837628,0.08070395554900331,0.016922479392034305,0.8298970125310347,0.8215277777777777,0.326899056532944,0.055048953657018784,0.19759854773202679,0.6626049489071403,0.8215277777777779,0.785,0.775,,0.326899056532944,0.6626049489071401,SPWLA_PDDA_2021,within_well,7
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,45,1440,0.08001147576111692,0.06271217235133734,0.49750038892162246,0.8642778379088171,0.8611111111111112,0.464504641638789,0.07450656938739417,0.19251119119933852,0.6892226027516961,0.8611111111111112,0.805,0.8,,0.46450464163878913,0.6892226027516961,SPWLA_PDDA_2021,within_well,7
extratrees_pcqr,ExtraTrees-PCQR,VSH,45,1440,0.11571480734799483,0.09529323640265121,-0.014174983186415904,0.8388322220285528,0.8284722222222223,0.36021886356022076,0.0937221320661342,0.3064859532731415,0.6989580053913265,0.8284722222222223,0.7625,0.6375,,0.3602188635602207,0.6989580053913262,SPWLA_PDDA_2021,within_well,7
hgb_cqr_signed,HGB-CQR,VSH,45,1440,0.09535911191647417,0.0724802875722117,0.3277599237258226,0.8366334576572327,0.8381944444444445,0.4449258661774147,0.10051547631691322,0.25818178928570923,0.7127427116031627,0.8381944444444445,0.8112499999999999,0.75625,,0.4449258661774147,0.7127427116031627,SPWLA_PDDA_2021,within_well,7
wl_pcqr,WL-PCQR,VSH,9,1152,0.0433207917481121,0.030750955314308874,0.9526597127589588,0.980367698480538,0.9149305555555556,0.14757461213527046,0.0806981673632814,0.5888761619483511,0.1927856148400343,0.9149305555555556,0.846875,0.765625,1,0.14757461213527046,0.1927856148400343,SPWLA_PDDA_2021,cross_well,123
global_rf_cqr,Global RF-CQR,VSH,9,1152,0.05960487236589554,0.04558723850868968,0.9074858014082865,0.9725770012904599,0.9192708333333334,0.19606710487511764,0.06759992286756983,0.34399547651261136,0.23976413475734576,0.9192708333333334,0.8890625,0.8828125,1,0.19606710487511764,0.23976413475734576,SPWLA_PDDA_2021,cross_well,123
extratrees_pcqr,ExtraTrees-PCQR,VSH,9,1152,0.0645281506442488,0.048951593544891286,0.8804306296920691,0.9700844078561506,0.9418402777777778,0.23417901292650978,0.14457383257265885,0.613373103343005,0.2557133556697482,0.9418402777777778,0.89375,0.875,1,0.23417901292650978,0.2557133556697482,SPWLA_PDDA_2021,cross_well,123
ngboost_cqr_signed,NGBoost PI,VSH,9,1152,0.06340343318487345,0.0493160268785211,0.8820316326603308,0.9654403681374644,0.9461805555555556,0.22563558252491747,0.028339577084998013,0.12322973971210452,0.2654503138249782,0.9461805555555556,0.915625,0.890625,5,0.22563558252491747,0.2654503138249782,SPWLA_PDDA_2021,cross_well,123
hgb_cqr_signed,HGB-CQR,VSH,9,1152,0.05972256803581852,0.045120337903146276,0.912964872289927,0.9717666356204933,0.9244791666666666,0.29137061073018317,0.13405347650567737,0.4586758126794831,0.32240382060912764,0.9244791666666666,0.8546875,0.8359375,3,0.29137061073018317,0.32240382060912764,SPWLA_PDDA_2021,cross_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,9,1152,0.06104563537243552,0.04580818233732045,0.9027894230036383,0.9692661314517452,0.9505208333333334,0.304806879423152,0.10810681209361343,0.36443954158415726,0.338849312216946,0.9505208333333334,0.9203125,0.9140625,5,0.304806879423152,0.338849312216946,SPWLA_PDDA_2021,cross_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,9,1152,0.0584778233463173,0.04461391925597932,0.9148593566128136,0.9730803639949178,0.9418402777777778,0.28847283736376383,0.0972896951588122,0.3370017683379132,0.33205078156476575,0.9418402777777778,0.9015625,0.8828125,5,0.28847283736376383,0.33205078156476575,SPWLA_PDDA_2021,cross_well,123
source_only_rf_cqr,Source-only RF-CQR,VSH,9,1440,0.060957194276302196,0.04637252418534587,0.9109095296876477,0.9714500032714224,0.8965277777777778,0.1926958096196135,0.059008865883865655,0.3020496603391144,0.2618072416339143,0.8965277777777777,0.8125,0.7875,8,0.19269580961961352,0.2618072416339142,SPWLA_PDDA_2021,cross_well,123
ngboost_cqr_signed,NGBoost PI,VSH,45,1440,0.06518062913546062,0.04980033599082058,0.6286922242408337,0.9059374092464282,0.8180555555555555,0.1929787090226386,0.011605385393061904,0.06705841550091472,0.43158676892992387,0.8180555555555555,0.765,0.725,,0.19297870902263858,0.43158676892992387,SPWLA_PDDA_2021,within_well,123
global_rf_cqr,Global RF-CQR,VSH,45,1440,0.09081243357141258,0.07031898632876622,0.3358234213348519,0.8487270241068114,0.8486111111111111,0.3120801747802582,0.08744268448311646,0.378415237404278,0.6094025154493885,0.8486111111111111,0.7937500000000001,0.76875,,0.3120801747802581,0.6094025154493886,SPWLA_PDDA_2021,within_well,123
wl_pcqr,WL-PCQR,VSH,45,1440,0.09081243357141255,0.07031898632876622,0.3358234213348519,0.8487270241068111,0.8486111111111111,0.3120801747802582,0.08744268448311646,0.378415237404278,0.6094025154493885,0.8486111111111111,0.7937500000000001,0.76875,,0.3120801747802581,0.6094025154493886,SPWLA_PDDA_2021,within_well,123
catboost_cqr_signed,CatBoost Quantile+CQR,VSH,45,1440,0.10255818986874707,0.08145558925646375,0.012467874219034725,0.8287415759864402,0.8375,0.33217025269373207,0.055622742850856534,0.19257115430220656,0.6526535404063915,0.8375,0.785,0.775,,0.3321702526937321,0.6526535404063916,SPWLA_PDDA_2021,within_well,123
lightgbm_cqr_signed,LightGBM Quantile+CQR,VSH,45,1440,0.08075671198995191,0.06316931051923678,0.48758379358967946,0.8647854595891585,0.8715277777777778,0.47391622951035384,0.07148627258701072,0.17857106189274347,0.6797689841211457,0.8715277777777778,0.805,0.8,,0.47391622951035384,0.6797689841211457,SPWLA_PDDA_2021,within_well,123
extratrees_pcqr,ExtraTrees-PCQR,VSH,45,1440,0.11644927165348459,0.09543844970510044,-0.04210742499178822,0.8319778601289338,0.8326388888888889,0.357998726200452,0.09189296967006481,0.29622066051079704,0.6890177746175427,0.8326388888888889,0.75875,0.69375,,0.35799872620045203,0.6890177746175428,SPWLA_PDDA_2021,within_well,123
hgb_cqr_signed,HGB-CQR,VSH,45,1440,0.09535911191647417,0.0724802875722117,0.3277599237258226,0.8366334576572327,0.8381944444444445,0.4449258661774147,0.10051547631691322,0.25818178928570923,0.7127427116031627,0.8381944444444445,0.8112499999999999,0.75625,,0.4449258661774147,0.7127427116031627,SPWLA_PDDA_2021,within_well,123
wl_pcqr,WL-PCQR,PhiT,2,175,0.03526702248846871,0.024580197610420598,0.22321731383485616,0.8174049304986039,0.9371428571428572,0.08689446386823278,0.04047824407224762,0.4674099647568043,0.09921125457113945,0.9502992021276595,0.9275598404255319,0.921875,1,0.08765714613481373,0.09610071672237273,Mendeley_GOM_DNS,cross_well,42
global_rf_cqr,Global RF-CQR,PhiT,2,175,0.1415431406472159,0.13765842743292953,-11.480229851497544,0.8156803053515062,0.9428571428571428,0.3576424405207336,0.022521353942836567,0.058617961919308924,0.36172244052073355,0.9070811170212766,0.8452460106382979,0.8297872340425532,0,0.3347528401997202,0.3397904066890819,Mendeley_GOM_DNS,cross_well,42
extratrees_pcqr,ExtraTrees-PCQR,PhiT,2,175,0.15226979412229347,0.148855295823793,-13.373454764474221,0.8147614032907401,0.9771428571428571,0.3934216932568755,0.008613686481078507,0.020577052500490245,0.3958299472251294,0.9709109042553192,0.9601396276595745,0.9574468085106383,0,0.36050799967069486,0.3625679139732953,Mendeley_GOM_DNS,cross_well,42
ngboost_cqr_signed,NGBoost PI,PhiT,2,175,0.11545015755910265,0.11098957305979748,-7.309740330040088,0.8556316975394562,0.9257142857142857,0.294601571287792,4.720937615023136e-05,0.0001655790848898542,0.30364279082699375,0.9088264627659575,0.8796376329787234,0.8723404255319149,0,0.2798223102683014,0.28835313287464864,Mendeley_GOM_DNS,cross_well,42
hgb_cqr_signed,HGB-CQR,PhiT,2,175,0.14099279487303285,0.137075537108574,-11.379365205758546,0.8072727274760828,0.9142857142857143,0.39151706731482394,0.016472167735110826,0.040405217494246755,0.40490158097606255,0.8875498670212766,0.8413397606382979,0.8297872340425532,0,0.3561643820636584,0.3678761870528701,Mendeley_GOM_DNS,cross_well,42
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,2,175,0.12427475565234723,0.11972706366044619,-8.604141978661179,0.8249244988410374,0.9314285714285714,0.35948121056791643,0.011959603712976639,0.0348542815767685,0.36568840266122044,0.8858045212765957,0.8069481382978724,0.7872340425531915,0,0.33224372899098,0.34124149352638633,Mendeley_GOM_DNS,cross_well,42
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,2,175,0.15469403975768695,0.15218634082241653,-13.83645859390422,0.820558558007971,0.9428571428571428,0.35055911409091295,0.01975423166445015,0.054695009310369726,0.3562246232351492,0.9070811170212766,0.8452460106382979,0.8297872340425532,0,0.32800854594343215,0.3360135856724045,Mendeley_GOM_DNS,cross_well,42
source_only_rf_cqr,Source-only RF-CQR,PhiT,2,219,0.1409601606644196,0.13705043031541125,-11.218766200190933,0.8181032138618609,0.0045662100456621,0.06983936371873208,0.03179201339817588,0.49884695903698023,2.247511351950438,0.00847457627118644,0.0016949152542372883,0.0,1,0.08097046617275597,2.0903536835215433,Mendeley_GOM_DNS,cross_well,42
global_rf_cqr,Global RF-CQR,PhiT,10,219,0.016810162644914535,0.012577817949045191,-0.22301467295637992,0.6322012066700171,0.8401826484018264,0.05472196111871855,0.018992398625370777,0.3660058316662825,0.08028085558929114,0.8333333333333333,0.82,0.8166666666666667,,0.05905617588543572,0.08583549243665076,Mendeley_GOM_DNS,within_well,42
wl_pcqr,WL-PCQR,PhiT,10,219,0.01681016264491453,0.012577817949045188,-0.22301467295637692,,0.8401826484018264,0.05472196111871855,0.018992398625370777,0.3660058316662825,0.08028085558929114,0.8333333333333333,0.82,0.8166666666666667,,0.05905617588543572,0.08583549243665076,Mendeley_GOM_DNS,within_well,42
extratrees_pcqr,ExtraTrees-PCQR,PhiT,10,219,0.01846208264315559,0.014291795147195663,-0.377758797006318,0.601453019373285,0.8401826484018264,0.06272707059958182,0.02164342316794995,0.361516993071357,0.08587208775251878,0.8258522727272728,0.801534090909091,0.7954545454545455,,0.062595268332357,0.08980211529751467,Mendeley_GOM_DNS,within_well,42
catboost_cqr_signed,CatBoost Quantile+CQR,PhiT,10,219,0.015299414206802983,0.011597243903215747,0.05778310015658193,0.7674577362529266,0.863013698630137,0.05264275654119082,0.009199308408037296,0.20173706367146596,0.0886471074305056,0.8229166666666667,0.7512500000000001,0.7333333333333334,,0.05707691039240062,0.1083542526079628,Mendeley_GOM_DNS,within_well,42
ngboost_cqr_signed,NGBoost PI,PhiT,10,219,0.014774694688891461,0.010812182814607704,-0.03386837191636736,0.7266046262722722,0.8356164383561644,0.047106859387472645,0.0007319200308670831,0.015698859234845198,0.1084601788170924,0.778125,0.675625,0.65,,0.049595054551982085,0.14430306876154508,Mendeley_GOM_DNS,within_well,42
hgb_cqr_signed,HGB-CQR,PhiT,10,219,0.026662685587350736,0.022623260007917565,-10.826375563460505,,0.867579908675799,0.08658820434227692,0.017479193699941074,0.20482085538042027,0.11318501603909203,0.846875,0.8093750000000001,0.8,,0.09470005234674576,0.12536474535175363,Mendeley_GOM_DNS,within_well,42
lightgbm_cqr_signed,LightGBM Quantile+CQR,PhiT,10,219,0.014171051595526903,0.011011841420463617,0.16492711999712745,,0.7899543378995434,0.06508998724237794,0.01617378444071279,0.2526146454531583,0.11854880623549056,0.7453598484848485,0.6666477272727273,0.646969696969697,,0.06872222873618898,0.14177108984350845,Mendeley_GOM_DNS,within_well,42
wl_pcqr,WL-PCQR,PhiT,2,175,0.035321893067213415,0.024548943123523636,0.2227448452047627,0.818794338354352,0.9485714285714286,0.08991097619229986,0.04165134497411741,0.46703029165589977,0.09668608451592661,0.9581117021276595,0.941622340425532,0.9375,1,0.08474285605774465,0.08969627729133384,Mendeley_GOM_DNS,cross_well,7
global_rf_cqr,Global RF-CQR,PhiT,2,175,0.13927226884535576,0.13531338411957902,-11.089026914786547,0.8176582599841238,0.9428571428571428,0.35788275681682097,0.025279734811561917,0.06597288392026623,0.3618256112919444,0.9070811170212766,0.8452460106382979,0.8297872340425532,0,0.3346618811819173,0.3394441235558172,Mendeley_GOM_DNS,cross_well,7
extratrees_pcqr,ExtraTrees-PCQR,PhiT,2,175,0.15252485064195123,0.14936223791995526,-13.421705818964636,0.8196557135423372,0.9771428571428571,0.3893566883607962,0.014929031707131994,0.03554721560848226,0.39163336368547147,0.9709109042553192,0.9601396276595745,0.9574468085106383,0,0.35796928485737306,0.3597842389192686,Mendeley_GOM_DNS,cross_well,7
ngboost_cqr_signed,NGBoost PI,PhiT,2,175,0.11545664341265793,0.11116700707470575,-7.315135772249225,0.8566818529369696,0.9257142857142857,0.295567099032023,4.652197182516761e-05,0.00016282053961411296,0.3046741522981429,0.9088264627659575,0.8796376329787234,0.8723404255319149,0,0.2800039370621756,0.28861903480355955,Mendeley_GOM_DNS,cross_well,7
