variant,coverage,p10_well_coverage,worst_well_coverage,width,winkler,rmse,macro_well_coverage,macro_well_winkler
WL-PCQR,0.8682098765432099,0.8065277777777777,0.7243055555555555,0.2280586963687649,0.4171900238346865,0.0831625032316198,0.8682098765432099,0.4171900238346866
