frac,strategy,coverage,p10_well_coverage,worst_well_coverage,width,winkler,rmse
0.1,contiguous,0.7560013717421126,0.5625,0.4791666666666667,0.10072400029109906,0.29517834613784966,0.05550038471257348
0.1,random,0.901406035665295,0.8195987654320988,0.7770061728395061,0.13182487491074082,0.19245512438997356,0.04548893805688139
0.1,stratified,0.9205246913580246,0.8631172839506173,0.8001543209876544,0.1437090859871451,0.18738522346396455,0.04410427757534344
0.2,contiguous,0.7037037037037037,0.5057291666666667,0.4592013888888889,0.09332777228038672,0.3674970648301907,0.05942803609008773
0.2,random,0.9028742283950617,0.840625,0.8142361111111112,0.11802914616659005,0.17828454342341002,0.04416410680659421
0.2,stratified,0.9262152777777778,0.8626736111111111,0.8272569444444444,0.1212068309872419,0.158948116364778,0.04201428397607118
0.3,contiguous,0.7294973544973545,0.5140873015873015,0.4593253968253968,0.09746099914988084,0.3983052020013241,0.060781008897852346
0.3,random,0.9106040564373897,0.8621031746031745,0.8224206349206349,0.11673643557724371,0.16103490489906272,0.04143728923365406
0.3,stratified,0.9301146384479717,0.8888888888888888,0.8571428571428572,0.11839301143354176,0.15027553555664447,0.0385515229671444
