method,method_label,coverage,p10_well_coverage,worst_well_coverage,width,winkler,rmse,macro_well_coverage,macro_well_winkler
wl_pcqr,WL-PCQR,0.9237557870370371,0.8833333333333333,0.8715277777777778,0.09973717319896586,0.13687945165733775,0.03775574421039628,0.9237557870370371,0.13687945165733775
global_rf_cqr,Global RF-CQR,0.9191743827160495,0.8715277777777778,0.8576388888888888,0.12673649479841817,0.16855810973915394,0.047860980483393906,0.9191743827160495,0.16855810973915394
